Código Ramo de Atividade;Ordem Ramo de Atividade;Código Ramo de Atividade - Nível 1;Código Ramo de Atividade - Nível 2;Código Ramo de Atividade - Nível 3;Código Ramo de Atividade - Nível 4;Código Ramo de Atividade - Nível 5;Ramo de Atividade - Nível 1;Ramo de Atividade - Nível 2;Ramo de Atividade - Nível 3;Ramo de Atividade - Nível 4;Ramo de Atividade - Nível 5;Ramo de Atividade;Divisão
1941;4;4712100;4721103;4721104;4722901;4724500;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;VAREJO;COMÉRCIO VAREJISTA
1961;0;6436100;6436100;6436100;6436100;6436100;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO  FINANCEIRAS;BENS DE CAPITAL;ATIVIDADES DE SERVIÇOS FINANCEIROS
1269;4;8592901;8592903;8592999;8599699;8800600;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE;ENSINO DE DANCA;ENSINO DE MUSICA;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;SERVIÇOS DE EDUCAÇÃO;EDUCAÇÃO
1934;2;4713002;4754701;4759899;4759899;4759899;COMERCIO VAREJISTA DE MOVEIS;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMÉRCIO VAREJISTA
1925;0;4763604;4763604;4763604;4763604;4763604;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING;VAREJO;COMÉRCIO VAREJISTA
1928;3;4721104;4723700;5611201;5611203;5611203;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;VAREJO;COMÉRCIO VAREJISTA
1258;4;4120400;4213800;4321500;4330499;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;CONSTRUCAO DE EDIFICIOS;INSTALACAO E MANUTENCAO ELETRICA;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1920;4;4755502;4763601;4781400;4782201;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;VAREJO;COMÉRCIO VAREJISTA
2431;2;6619302;6619399;8291100;8291100;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;CORRESPONDENTES DE INSTITUICOES FINANCEIRAS;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;BENS DE CAPITAL;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE
1911;2;4713002;7319002;8230001;8230001;8230001;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;PROMOCAO DE VENDAS;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;VAREJO;COMÉRCIO VAREJISTA
1590;2;6201501;6202300;6203100;6203100;6203100;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS;INDÚSTRIA DIGITAL;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
1008;2;4613300;4679699;4744099;4744099;4744099;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2262;4;4110700;6463800;6810201;6810202;7020400;ALUGUEL DE IMOVEIS PROPRIOS;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA;COMPRA E VENDA DE IMOVEIS PROPRIOS;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1954;2;4744001;4744002;4744099;4744099;4744099;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMÉRCIO VAREJISTA
2729;4;5811500;5813100;8230001;9001901;9001999;ARTES CENICAS, ESPETACULOS E ATIVIDADES COMPLEMENTARES NAO ESPECIFICADAS ANTERIORMENTE;EDICAO DE LIVROS;EDICAO DE REVISTAS;PRODUCAO TEATRAL;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;TELECOM;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO
198;0;5611202;5611202;5611202;5611202;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;SERVIÇOS DE ALOJAMENTO/AL;ALIMENTAÇÃO
3048;4;4299501;4744002;4744099;4789099;8121400;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;LIMPEZA EM PREDIOS E EM DOMICILIOS;INDÚSTRIA DA CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA
514;4;4120400;4322301;4330403;4330405;4330499;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;CONSTRUCAO DE EDIFICIOS;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1955;3;1411801;1412601;1413401;4781400;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;BENS DE CONSUMO;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
1076;2;4614100;7112000;7490199;7490199;7490199;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES;SERVICOS DE ENGENHARIA;SERVICOS DE ENGENHARIA;SERVICOS DE ENGENHARIA;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
1256;3;1733800;1821100;4930201;4930202;4930202;FABRICACAO DE CHAPAS E DE EMBALAGENS DE PAPELAO ONDULADO;SERVICOS DE PREIMPRESSAO;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;PAPEL E CELULOSE;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
1953;4;4752100;4781400;4782201;4783101;4783102;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;VAREJO;COMÉRCIO VAREJISTA
1901;4;4721102;4721103;4721104;4723700;4729699;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMÉRCIO VAREJISTA
1902;3;4755503;4772500;4781400;4782201;4782201;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE CALCADOS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMÉRCIO VAREJISTA
1602;3;4213800;4313400;4399103;4744099;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;OBRAS DE ALVENARIA;OBRAS DE TERRAPLENAGEM;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;INDÚSTRIA DA CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA
2352;0;4632003;4632003;4632003;4632003;4632003;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
1945;1;4751200;7319002;7319002;7319002;7319002;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;PROMOCAO DE VENDAS;PROMOCAO DE VENDAS;PROMOCAO DE VENDAS;PROMOCAO DE VENDAS;VAREJO;COMÉRCIO VAREJISTA
1946;3;4711302;4784900;4930201;4930202;4930202;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;VAREJO;COMÉRCIO VAREJISTA
2172;1;7911200;7912100;7912100;7912100;7912100;AGENCIAS DE VIAGENS;OPERADORES TURISTICOS;OPERADORES TURISTICOS;OPERADORES TURISTICOS;OPERADORES TURISTICOS;SERVIÇOS ADMINISTRATIVOS;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS
1436;4;5911102;5911199;5920100;6319400;7311400;AGENCIAS DE PUBLICIDADE;ATIVIDADES DE GRAVACAO DE SOM E DE EDICAO DE MUSICA;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET;PRODUCAO DE FILMES PARA PUBLICIDADE;TELECOM;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO"
2374;2;4613300;4617600;4619200;4619200;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
185;0;4642701;4642701;4642701;4642701;4642701;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
1949;4;4753900;4755501;4762800;4772500;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS;COMERCIO VAREJISTA DE TECIDOS;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMÉRCIO VAREJISTA
467;4;1610201;4623106;4661300;4672900;5211799;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS;COMERCIO ATACADISTA DE SEMENTES, FLORES, PLANTAS E GRAMAS;DEPOSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZENS GERAIS E GUARDAMOVEIS;SERRARIAS COM DESDOBRAMENTO DE MADEIRA;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS DE MADEIRA
1248;0;2451200;2451200;2451200;2451200;2451200;FUNDICAO DE FERRO E ACO;FUNDICAO DE FERRO E ACO;FUNDICAO DE FERRO E ACO;FUNDICAO DE FERRO E ACO;FUNDICAO DE FERRO E ACO;SIDERÚRGICA-METALURGIA;METALURGIA
540;1;4731800;4732600;4732600;4732600;4732600;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;COMERCIO VAREJISTA DE LUBRIFICANTES;COMERCIO VAREJISTA DE LUBRIFICANTES;COMERCIO VAREJISTA DE LUBRIFICANTES;COMERCIO VAREJISTA DE LUBRIFICANTES;VAREJO;COMÉRCIO VAREJISTA
2288;4;4930201;4930202;4930204;5229002;7732201;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES;SERVICOS DE REBOQUE DE VEICULOS;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;TRANSPORTE RODOVIARIO DE MUDANCAS;TRANSPORTE;TRANSPORTE TERRESTRE
2180;0;3511501;3511501;3511501;3511501;3511501;GERACAO DE ENERGIA ELETRICA;GERACAO DE ENERGIA ELETRICA;GERACAO DE ENERGIA ELETRICA;GERACAO DE ENERGIA ELETRICA;GERACAO DE ENERGIA ELETRICA;ENERGIA;ELETRICIDADE, GÁS E OUTRAS UTILIDADES
914;1;5612100;9313100;9313100;9313100;9313100;ATIVIDADES DE CONDICIONAMENTO FISICO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVIÇOS DE ALOJAMENTO/AL;ALIMENTAÇÃO
2011;1;4616800;8299799;8299799;8299799;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM;ATACADO;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
2299;1;8690903;9602502;9602502;9602502;9602502;ATIVIDADES DE ACUPUNTURA;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVIÇOS DE SAÚDE;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
2006;4;4772500;4781400;4783101;4783102;4789008;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMÉRCIO VAREJISTA
289;4;1822999;5229099;7911200;7912100;8230001;AGENCIAS DE VIAGENS;OPERADORES TURISTICOS;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;PAPEL E CELULOSE;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
1812;4;4713002;4755502;4763601;4772500;4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;VAREJO;COMÉRCIO VAREJISTA
2309;4;2512800;2539001;2539002;3831901;3839499;FABRICACAO DE ESQUADRIAS DE METAL;RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE;RECUPERACAO DE SUCATAS DE ALUMINIO;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;SIDERÚRGICA-METALURGIA;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
1813;1;4772500;4783101;4783101;4783101;4783101;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMÉRCIO VAREJISTA
2176;4;4321500;4785799;8219999;8299707;9511800;COMERCIO VAREJISTA DE OUTROS ARTIGOS USADOS;INSTALACAO E MANUTENCAO ELETRICA;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SALAS DE ACESSO A INTERNET;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
1818;1;4754701;9529105;9529105;9529105;9529105;COMERCIO VAREJISTA DE MOVEIS;REPARACAO DE ARTIGOS DO MOBILIARIO;REPARACAO DE ARTIGOS DO MOBILIARIO;REPARACAO DE ARTIGOS DO MOBILIARIO;REPARACAO DE ARTIGOS DO MOBILIARIO;VAREJO;COMÉRCIO VAREJISTA
1571;4;1414200;2219600;2542000;4771704;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO;FABRICACAO DE ARTEFATOS DE BORRACHA NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;BENS DE CONSUMO;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
