Código Localidade;Logradouro;Bairro;Município;UF
95800000;ACESSO IMPERATRIS DONA LEOPOLDINA;CENTRO;VENANCIO AIRES;RS
17830000;AVENIDA JOSE FROIO;CENTRO;FLORIDA PAULISTA;SP
68700050;AVENIDA JOAO PAULO II;DOM JOAO VI;CAPANEMA;PA
85670000;RUA PONTA GROSSA;COLINA VERDE;SALTO DO LONTRA;PR
47802470;QUADRA B;LOTEAMENTO FLAMENGO;BARREIRAS;BA
89110000;RUA MANOEL BITTENCOURT;7 DE SETEMBRO;GASPAR;SC
13042010;AVENIDA ANGELO SIMOES;JARDIM LEONOR;CAMPINAS;SP
17600970;ESTANCIA HS;AFONSO XIII;TUPA;SP
71986000;ADE CONJUNTO 4;AGUAS CLARAS;BRASILIA;DF
96209030;RUA EST R GRANDE PEL BR;POVO NOVO 3 DISTR;RIO GRANDE;RS
14820000;RUA MANOEL BORBA;CENTRO;AMERICO BRASILIENSE;SP
01523000;RUA CLIMACO BARBOSA;CAMBUCI;SAO PAULO;SP
08568700;RUA CAPITAO PEDRO ESPERIDIAO HOFFER;NOVA POA;POA;SP
18970000;RUA CORONEL MANOEL FERREIRA;JARDIM DAS PAINEIRAS;CHAVANTES;SP
18475000;RUA OTACILIO MARTINHO RIBEIRO;CDHU;BOM SUCESSO DE ITARARE;SP
60165010;AVENIDA MONSENHOR TABOSA;CENTRO;FORTALEZA;CE
03720130;RUA HUGO WOLF;CANGAIBA;SAO PAULO;SP
72231421;QNP 14 CONJUNTO U;CEILANDIA;BRASILIA;DF
11714010;AVENIDA ILDA ROSA DA CUNHA;BALNEARIO JAPURA;PRAIA GRANDE;SP
68750000;RUA GONCALO FERREIRA;CENTRO;CURUCA;PA
06550000;RUA JOAO DE OLIVEIRA;VILA NOVA;PIRAPORA DO BOM JESUS;SP
02765070;RUA JOSE FREDERICO;VILA NOVA CACHOEIRINHA;SAO PAULO;SP
38700001;RUA MAJOR GOTE;CENTRO;PATOS DE MINAS;MG
64000000;RUA BARROSO;CENTRO;TERESINA;PI
52051310;RUA BELA VISTA;CASA AMARELA;RECIFE;PE
05776460;RUA MANUEL PINTO;JARDIM ELIZA;SAO PAULO;SP
76480000;RUA VILA NOVA;VILA NOVA;SANTA TEREZA DE GOIAS;GO
09510100;RUA MANOEL COELHO;CENTRO;SAO CAETANO DO SUL;SP
71920540;CNB;TAGUATINGA;BRASILIA;DF
29500000;RUA ROBERT KENNEDY;GUARAREMA;ALEGRE;ES
56180000;AVENIDA SAO FRANCISCO;CENTRO;CABROBO;PE
79490000;RUA PARANA;CENTRO;SAO GABRIEL DO OESTE;MS
37650000;RUA CRUZADOR DAS ALMAS;CRUZEIRO;CAMANDUCAIA;MG
13290000;AVENIDA RICIERI CHIQUETTO;SANTO ANTONIO;LOUVEIRA;SP
38400764;RUA CAIAPONIA;NOSSA SENHORA APARECIDA;UBERLANDIA;MG
51010220;RUA BRAZOPOLIS;BRASILIA TEIMOSA;RECIFE;PE
35490000;RUA LAGOA DOURADA;CACHOEIRA;ENTRE RIOS DE MINAS;MG
39940000;RUA JOAQUIM JOSE DE SOUZA;CENTRO;RIO DO PRADO;MG
14020260;AVENIDA PRESIDENTE VARGAS;JARDIM AMERICA;RIBEIRAO PRETO;SP
25946088;RUA MANGARATIBA;CENTRO;GUAPIMIRIM;RJ
68585970;AVENIDA BRASIL;CENTRO;NOVA IPIXUNA;PA
95555000;RUA DAS ZINEAS;CAPAO NOVO;CAPAO DA CANOA;RS
89227160;RUA SALTO VELOSO;IRIRIU;JOINVILLE;SC
45465000;RUA QUINTILIANO FERNANDES VIVEIROS;CENTRO;TEOLANDIA;BA
55555000;RUA JOSE FELICIANO;SETE DE SETEMBRO;XEXEU;PE
12232280;RUA ESMERALDA RONDAN;JARDIM MADUREIRA;SAO JOSE DOS CAMPOS;SP
69095760;AVENIDA G;CIDADE NOVA;MANAUS;AM
33600000;VIA LOCAL A;QUINTA DAS PALMEIRAS;PEDRO LEOPOLDO;MG
57535000;RUA FLORIANO PEIXOTO;CENTRO;CARNEIROS;AL
01129010;RUA GENERAL FLORES;BOM RETIRO;SAO PAULO;SP
42800050;RUA DO MERCADO;CENTRO;CAMACARI;BA
52020200;RUA SAO SALVADOR;ESPINHEIRO;RECIFE;PE
07600000;RUA BENEDITA MARIA DE FREIT;JARDIM FERNAO DIAS;MAIRIPORA;SP
13165000;RUA VEREADOR ADOLFO NIMTZ;JARDIM AMERICA;ENGENHEIRO COELHO;SP
01311200;AVENIDA PAULISTA;BELA VISTA;SAO PAULO;SP
67033020;RUA DA AZPA;AGUAS BRANCAS;ANANINDEUA;PA
87702220;RUA SOUZA NAVES;JARDIM SAO CRISTOVAO;PARANAVAI;PR
06145091;RUA SACERDOTE MELQUISEDEQUE;JARDIM CONCEICAO;OSASCO;SP
17360000;RUA DOUTOR CARLOS DE CAMPOS;CENTRO;TORRINHA;SP
76868000;AVENIDA GERTULIO VARGAS;CENTRO;MACHADINHO D OESTE;RO
36770038;RUA TENENTE FORTUNATO;CENTRO;CATAGUASES;MG
97541260;RUA GENERAL SAMPAIO;CENTRO;ALEGRETE;RS
60711055;RUA FRANCISCO GLICERIO;MARAPONGA;FORTALEZA;CE
72814680;RUA 30;SETOR MANDU II;LUZIANIA;GO
65272000;RUA NENA DE ABREU;CENTRO;SANTA LUZIA DO PARUA;MA
85770000;RUA BELEM;CENTRO;REALEZA;PR
89300000;RUA MUNICIPAL;RIO DOS BANHADOS;MAFRA;SC
64049320;RUA JULIO MENDES;FATIMA;TERESINA;PI
70393905;SDS BLOCO O;ASA SUL;BRASILIA;DF
13454183;RUA DO CHA;JARDIM PEROLA;SANTA BARBARA D OESTE;SP
37130000;RUA CORONEL LAURINDO RIBEIRO;CENTRO;ALFENAS;MG
97050001;RUA DO ACAMPAMENTO;CENTRO;SANTA MARIA;RS
99042800;RODOVIA BR 285;VALINHOS;PASSO FUNDO;RS
65110000;RUA GETULIO VARGAS;SAO RAIMUNDO;SAO JOSE DE RIBAMAR;MA
42805000;AVENIDA LUIZ GONZAGA;PHOC II;CAMACARI;BA
11015147;RUA CUNHA MOREIRA;ENCRUZILHADA;SANTOS;SP
41940060;AVENIDA JURACY MAGALHAES JUNIOR;RIO VERMELHO;SALVADOR;BA
74330290;RUA IRLANDA;JARDIM EUROPA;GOIANIA;GO
14040600;AVENIDA TEREZA PALMEIRA GALLON;JARDIM ITAU;RIBEIRAO PRETO;SP
85902400;AVENIDA MINISTRO CIRNE LIMA;JARDIM PANCERA;TOLEDO;PR
48730000;RUA DA;BANDIACU;CONCEICAO DO COITE;BA
04134030;RUA DOM M DA RESSURREICAO;VILA GUMERCINDO;SAO PAULO;SP
69050500;RUA PERU;PARQUE DEZ;MANAUS;AM
75830000;RUA ALVES;TANINHO;MINEIROS;GO
73007998;CONDOMINIO VIVENDAS NOVA PETROPOLIS;SOBRADINHO;BRASILIA;DF
36150000;TRAVESSA JOAQUIM F DA SILVA;CENTRO;RIO NOVO;MG
56130000;RUA TIRADENTES;CENTRO;CEDRO;PE
29198321;RUA BASILIO PIGNATON;PRAIA DO SAUE;ARACRUZ;ES
68580000;TRAVESSA BOM JESUS;NOVO;ITUPIRANGA;PA
45202000;RUA SIQUEIRA CAMPOS;JOAQUIM ROMAO;JEQUIE;BA
13279050;RUA LUIZ BANHI;VALE VERDE;VALINHOS;SP
75801150;AVENIDA CASTELO BRANCO;VILA SOFIA;JATAI;GO
14900000;SITIO SAO BENEDITO;BREJAO;ITAPOLIS;SP
44200000;RUA CONSELHEIRO PARANHOS;CENTRO;SANTO AMARO;BA
11723180;RUA PEDRO BATISTA MENEZES;VILA ISABEL;PRAIA GRANDE;SP
37550000;RUA SANTA CATARINA;SAO CAMILO;POUSO ALEGRE;MG
05093060;RUA CONSELHEIRO RIBAS;VILA ANASTACIO;SAO PAULO;SP
31842460;RUA LUCILIO DE ALBUQUERQUE;TUPI;BELO HORIZONTE;MG
30150331;RUA MARANHAO;FUNCIONARIOS;BELO HORIZONTE;MG
60191070;RUA JUSTA ARAUJO;PARQUE DOIS IRMAOS;FORTALEZA;CE
44920000;PRACA CRISTO REI;CENTRO;JOAO DOURADO;BA
18590000;RUA ANTONIO CASSEMIRO DE OLIVEIRA;CENTRO;BOFETE;SP
36700000;RUA DOUTOR ENEAS GUIMARAES FRANCA;NOVA LEOPOLDINA;LEOPOLDINA;MG
09635000;AVENIDA SAO JOAO BATISTA;VILA HELENA;SAO BERNARDO DO CAMPO;SP
83430000;RODOVIA DO CAQUI;ARACATUBA;CAMPINA GRANDE DO SUL;PR
13051165;RUA DRAUSIO MARCONDES DE SOUZA;JARDIM SAO JOSE;CAMPINAS;SP
04815090;RUA JAIR DE MELLO VIANA;INTERLAGOS;SAO PAULO;SP
48485000;RUA SAO MARCOS;LUIZ E MAGALHAES;SATIRO DIAS;BA
83413700;RUA LEONILDA SIBILA NADOLNY;MAUA;COLOMBO;PR
73070043;DF 425;SOBRADINHO;BRASILIA;DF
45600220;RUA RUI BARBOSA;CENTRO;ITABUNA;BA
39480000;RUA QUINTINO BOCAIUVA;CENTRO;JANUARIA;MG
13190000;RODOVIA SP 101;PARQUE ATERRADO;MONTE MOR;SP
04538080;AVENIDA HORACIO LAFER;ITAIM BIBI;SAO PAULO;SP
88380000;AVENIDA NEREU RAMOS;CENTRO;BALNEARIO PICARRAS;SC
31250040;RUA CLAUDIO ANTONIO;APARECIDA;BELO HORIZONTE;MG
89037100;RUA EMILIO JURK;AGUA VERDE;BLUMENAU;SC
29055280;RUA DOUTOR EURICO DE AGUIAR;SANTA LUCIA;VITORIA;ES
32070380;AVENIDA TROPICAL;TROPICAL;CONTAGEM;MG
49030500;RUA LEALDO FERREIRA DE MELO;FAROLANDIA;ARACAJU;SE
60191070;RUA RAUL NABU;JOAO XXIII;FORTALEZA;CE
78710129;RUA 10;VILA AURORA;RONDONOPOLIS;MT
89031200;RUA BENJAMIN CONSTANT;ASILO;BLUMENAU;SC
45638000;RUA RUY BARBOSA;CENTRO;COARACI;BA
38200000;RUA SILVIO ROMERO;XV DE NOVEMBRO;FRUTAL;MG
27511290;RUA DO ROSARIO;CENTRO;RESENDE;RJ
16300000;AVENIDA MARGINAL MARIA CHICA;VILA FATIMA;PENAPOLIS;SP
28570000;AVENIDA ROBERTO SILVEIRA;SARDINHA;ITAOCARA;RJ
08550010;RUA MARECHAL FLORIANO PEIXOTO;CENTRO;POA;SP
76600000;TRAVESSA TURISMO;CENTRO;GOIAS;GO
78700700;FAZENDA DA PENHA;ZONA RURAL;RONDONOPOLIS;MT
25525410;RUA IARA;SAO MATEUS;SAO JOAO DE MERITI;RJ
29027080;AVENIDA VITORIA;JUCUTUQUARA;VITORIA;ES
66060370;TRAVESSA NOVE DE JANEIRO;FATIMA;BELEM;PA
69190000;RUA HILTON NOGUEIRA;SANTA LUZIA;MAUES;AM
18400230;PRACA 20 DE SETEMBRO;CENTRO;ITAPEVA;SP
06250020;RUA EURIPEDES DE PAULA;JARDIM ELVIRA;OSASCO;SP
88309480;RUA SAO CRISTOVAO;CORDEIROS;ITAJAI;SC
03072010;RUA CLAUDIO FURQUIM;MARANHAO;SAO PAULO;SP
03928220;RUA CARLO CLAUSETTI;CONJUNTO HABITACIONAL TEOTONIO VILELA;SAO PAULO;SP
85200000;AVENIDA MANOEL RIBAS;;PITANGA;PR
19700000;AVENIDA PARAGUACU;CENTRO;PARAGUACU PAULISTA;SP
05020000;RUA CARAIBAS;PERDIZES;SAO PAULO;SP
87550000;AVENIDA SETE DE SETEMBRO;;ALTONIA;PR
96503140;RUA IGNACIO XAVIER;NOEMIA;CACHOEIRA DO SUL;RS
36083786;RUA SAO DO LIBANO;GRAJAU;JUIZ DE FORA;MG
36512000;RUA ALFERES J DA ROCHA;;TOCANTINS;MG
36046040;RUA PARACATU;SANTA TEREZINHA;JUIZ DE FORA;MG
13634010;RUA JOSE BONIFACIO;ROSARIO;PIRASSUNUNGA;SP
79008420;RUA DOS FERROVIARIOS;CABREUVA;CAMPO GRANDE;MS
83900000;RUA OZY MENDONCA DE LIMA;CENTRO;SAO MATEUS DO SUL;PR
78830000;PRACA EMANOEL PINHEIRO;CENTRO;DOM AQUINO;MT
35450000;AVENIDA QUEIROZ JUNIOR;CENTRO;ITABIRITO;MG
38402016;RUA RIO GRANDE DO NORTE;NOSSA SENHORA DAS GRACAS;UBERLANDIA;MG
93230010;RUA NSA SRA DA CONCEICAO;CENTRO;SAPUCAIA DO SUL;RS
51010110;RUA DRAGAO DO MAR;BRASILIA TEIMOSA;RECIFE;PE
75370000;AVENIDA ANTONIO GABRIEL;CENTRO;GOIANIRA;GO
19807315;TRAVESSA ANTONIO CARLOS;VILA SANTA RITA;ASSIS;SP
09195060;RUA TOME DE SOUZA;VILA ALZIRA;SANTO ANDRE;SP
19500000;RUA 9 DE JULHO;CENTRO;MARTINOPOLIS;SP
95040370;RUA JOAO BERTOTTI;MADUREIRA;CAXIAS DO SUL;RS
11460004;VIA SANTOS DUMONT;PAE CARA;GUARUJA;SP
35701170;RUA VARZEA DA PALMA;VALE DAS PALMEIRAS;SETE LAGOAS;MG
11013100;RUA DOUTOR COCHRANE;PAQUETA;SANTOS;SP
08210040;RUA MAEST FURIO FRANCESCHIN;PARQUE SAO LUCAS;SAO PAULO;SP
03649000;RUA OTILIA;VILA ESPERANCA;SAO PAULO;SP
30455610;AVENIDA PROFESSOR MARIO WERNECK;ESTORIL;BELO HORIZONTE;MG
13225515;RUA PINDARE;PARQUE GUARANI;VARZEA PAULISTA;SP
04552080;RUA MINAS DA PRATA;ITAIM BIBI;SAO PAULO;SP
18608227;AVENIDA LEONARDO VILLAS BOAS;VILA NOVA BOTUCATU;BOTUCATU;SP
37701512;ALTO DA SERRA DE SO DOMINGOS;POCOS DE CALDAS;POCOS DE CALDAS;MG
36205018;RUA MONSENHOR JOSE AUGUSTO;SAO JOSE;BARBACENA;MG
85550000;RUA DOUTOR CLAUDINO DOS SANTOS;CENTRO;CORONEL VIVIDA;PR
37800000;AVENIDA CONDE RIBEIRO DO VALLE;CENTRO;GUAXUPE;MG
79812090;RUA BELA VISTA;JARDIM AGUA BOA;DOURADOS;MS
45545000;AVENIDA VASCO NETO;CENTRO;UBAITABA;BA
68702013;RUA AVIADOR JOAO PAULO II;CENTRO;CAPANEMA;PA
06454040;ALAMEDA MAMORE;ALPHAVILLE;BARUERI;SP
14140000;RUA PEDRO DE GASPERI;JARDIM PAULISTA;CRAVINHOS;SP
13505120;RUA M;CERVEZAO;RIO CLARO;SP
80510280;RUA PORTUGAL;SAO FRANCISCO;CURITIBA;PR
09660006;AVENIDA OLINTO DEMARCHI;JARDIM BORBOREMA;SAO BERNARDO DO CAMPO;SP
02286000;ESTRADA DA BARROCADA;SITIO BARROCADA;SAO PAULO;SP
58080020;RUA ANA ESPINOLA NAVARRO;ERNANI SATIRO;JOAO PESSOA;PB
13505050;RUA M;JARDIM FLORIDIANA;RIO CLARO;SP
16200970;ESTRADA CHACARA SANTO ANTONIO;BAIXOTE;BIRIGUI;SP
05466030;RUA OROBO;ALTO DE PINHEIROS;SAO PAULO;SP
19930000;SITIO ESTRELA DO SUL II;AGUA DO MATAO;RIBEIRAO DO SUL;SP
04716080;RUA DOS JARDINEIROS;CHACARA SAO LUIS;SAO PAULO;SP
12500970;FAZENDA BARBOSA;RIO ACIMA;GUARATINGUETA;SP
13260000;RUA ELVIRA MIANO;CENTRO;MORUNGABA;SP
79760000;RUA JOSE ANTONIO MOURAO;CENTRO;BATAYPORA;MS
95995970;RUA OSVALDO ARANHA;CENTRO;ARVOREZINHA;RS
37706186;RUA SERRA LEOA;PARQUE DAS NACOES;POCOS DE CALDAS;MG
46800000;AVENIDA CONTORNO;JARDIM DO CEDRO;RUY BARBOSA;BA
11060301;AVENIDA MARECHAL FLORIANO PEIXOTO;GONZAGA;SANTOS;SP
29197562;AVENIDA LUIZ CARIACICA DOS SANTOS;BARRA DO RIACHO;ARACRUZ;ES
06711020;RUA GENERAL FERNANDO VASCONCELLOS CAVALCANTI ALBUQUERQUE;BOSQUE DO VIANNA;COTIA;SP
08673180;ALAMEDA JAIME FORTE;JARDIM IMPERADOR;SUZANO;SP
75388730;PRACA DO SANTUARIO;CENTRO;TRINDADE;GO
95800000;LOCALIDADE LINHA CORONEL BRITO;BAIRRO;VENANCIO AIRES;RS
30750040;RUA DOUTOR BALEEIRO;JARDIM MONTANHES;BELO HORIZONTE;MG
90430010;RUA FLORENCIO YGARTUA;MOINHOS DE VENTO;PORTO ALEGRE;RS
35300020;RUA RAUL SOARES;CENTRO;CARATINGA;MG
18120000;RUA MONTEIRO LOBATO;CENTRO;MAIRINQUE;SP
61605600;RUA E;PARQUE ARATURI;CAUCAIA;CE
29164020;RUA PEDRO ZANGRANDE;JARDIM LIMOEIRO;SERRA;ES
65041790;AVENIDA AMALIA SALDANHA;COROADINHO;SAO LUIS;MA
69151260;RUA RUY BARBOSA;CENTRO;PARINTINS;AM
56510230;RUA MARIO NAPOLEAO ARCOVERDE;SAO MIGUEL;ARCOVERDE;PE
72268000;CONDOMINIO PRIVE LUCENA RORIZ;CEILANDIA NORTE CEILANDIA;BRASILIA;DF
14795000;RUA ANTONIO PRADO;CENTRO;COLOMBIA;SP
05501000;AVENIDA VALDEMAR FERREIRA;BUTANTA;SAO PAULO;SP
46165000;AVENIDA MAESTRO JOAO BATISTA DE QUEIROZ;CENTRO;DOM BASILIO;BA
90010191;RUA SETE DE SETEMBRO;CENTRO HISTORICO;PORTO ALEGRE;RS
14620000;ESTRADA MUNICIPAL PALMEIRAS MORRO CAVADO;RURAL;ORLANDIA;SP
06311000;AVENIDA RUI BARBOSA;CENTRO;CARAPICUIBA;SP
12701350;RUA CAPITAO NECO;CENTRO;CRUZEIRO;SP
18702240;RUA ANTONIO GOMES AMORIM;VILA MARTINS II;AVARE;SP
16880000;ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO;CAMPO DE AVIACAO;VALPARAISO;SP
15420000;SITIO SANTA EULALIA;GLORIA;GUARACI;SP
95185000;RUA AMPELIO CARLOTTO;CENTRO;CARLOS BARBOSA;RS
04205000;RUA CIPRIANO BARATA;IPIRANGA;SAO PAULO;SP
83880000;RUA GETULIO VARGAS;CENTRO;RIO NEGRO;PR
18240000;RUA DAS CAMELIAS;JARDIM ELISA VOLPE;ANGATUBA;SP
29172630;AVENIDA TALMA RODRIGUES RIBEIRO;CASTELANDIA;SERRA;ES
87062015;RUA ANGELINA MARIA DA SILVA;JARDIM SAO CLEMENTE;MARINGA;PR
60840045;RUA DOUTOR PERGENTINO MAIA;MESSEJANA;FORTALEZA;CE
06053000;AVENIDA ANTONIO CARLOS COSTA;BELA VISTA;OSASCO;SP
95150000;AVENIDA 15 DE NOVEMBRO;CENTRO;NOVA PETROPOLIS;RS
88303055;RUA MARIA ISAURA DA SILVA MULLER;CENTRO;ITAJAI;SC
99170000;AVENIDA GENERAL ERNESTO DORNELLES;CENTRO;SERTAO;RS
04729080;RUA LUIZ SERAPHICO JUNIOR;JARDIM CARAVELAS;SAO PAULO;SP
25070350;RUA CONDE DE PORTO ALEGRE;CENTRO;DUQUE DE CAXIAS;RJ
01130010;RUA JAVAES;BOM RETIRO;SAO PAULO;SP
15380000;AVENIDA PRESIDENTE VARGAS;CENTRO;SUZANAPOLIS;SP
58055540;RUA COMERCIANTE ALFREDO FERREIRA DA ROCHA;MANGABEIRA;JOAO PESSOA;PB
22270010;RUA VOLUNTARIOS DA PATRIA;BOTAFOGO;RIO DE JANEIRO;RJ
15015300;RUA BERNARDINO DE CAMPOS;CENTRO;SAO JOSE DO RIO PRETO;SP
79302050;RUA TIRADENTES;CENTRO;CORUMBA;MS
12425190;SETOR MERCADO MUNICIPAL;CENTRO;PINDAMONHANGABA;SP
20091007;RUA VISCONDE DE INHAUMA;CENTRO;RIO DE JANEIRO;RJ
09361070;RUA ANTONIA FALCHI;VILA FALCHI;MAUA;SP
13091478;RUA TENENTE SEBASTIAO GAIA;PARQUE BRASILIA;CAMPINAS;SP
87200121;AVENIDA BRASIL;ZONA 1;CIANORTE;PR
88780000;AVENIDA ESTRELA;VILA NOVA;IMBITUBA;SC
13301331;RUA VINTE HUM DE ABRIL;ALTO;ITU;SP
13043710;AVENIDA MIRASSOL;PONTE PRETA;CAMPINAS;SP
89278000;RUA JORGE LACERDA;CENTRO;CORUPA;SC
04571000;AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI;CIDADE MONCOES;SAO PAULO;SP
70390700;SHLS 716 CONJUNTO L BLOCO 2;ASA SUL;BRASILIA;DF
21020290;RUA MONTEVIDEU;PENHA;RIO DE JANEIRO;RJ
86010390;AVENIDA PARANA;CENTRO;LONDRINA;PR
15015110;RUA XV DE NOVEMBRO;CENTRO;SAO JOSE DO RIO PRETO;SP
95905130;RODOVIA BR 386;MONTANHA;LAJEADO;RS
98200000;RUA GENERAL OSORIO;POR DO SOL;IBIRUBA;RS
88131400;RUA JACOB WEINGARTNER;CENTRO;PALHOCA;SC
97573520;AVENIDA JOAO PESSOA;CENTRO;SANTANA DO LIVRAMENTO;RS
95200000;RUA JULIO DE CASTILHOS;CENTRO;VACARIA;RS
98025500;RUA BENTO GONCALVES;SCHETTERT;CRUZ ALTA;RS
13058080;RUA ALDERICO ALVITE;CONJUNTO HABITACIONAL PARQUE ITAJAI;CAMPINAS;SP
35640000;RUA OSVALDO ALVES;CENTRO;POMPEU;MG
30190050;RUA GOITACAZES;CENTRO;BELO HORIZONTE;MG
13480021;RUA JOAO EMENEGILDO TANK;JARDIM AMERICA;LIMEIRA;SP
30230000;RUA NOSSA SENHORA DE FATIMA;NOSSA SENHORA DE FATIMA;BELO HORIZONTE;MG
03884030;RUA DAS BROMELIAS;JARDIM PONTE RASA;SAO PAULO;SP
22410001;RUA VISCONDE DE PIRAJA;IPANEMA;RIO DE JANEIRO;RJ
15170000;RUA CORONEL MILITAO;CENTRO;TANABI;SP
17120000;RUA 13 DE MAIO;CENTRO;AGUDOS;SP
12460000;RUA OSWALDO CRUZ;VILA ABERNESSIA;CAMPOS DO JORDAO;SP
19880000;LOCALIDADE AGUA DA PINGUELA;ZONA RURAL;CANDIDO MOTA;SP
39400042;RUA CARLOS GOMES;CENTRO;MONTES CLAROS;MG
21620242;ESTRADA DO ENGENHO NOVO;ANCHIETA;RIO DE JANEIRO;RJ
32013730;RUA PERIMETRAL;BERNARDO MONTEIRO;CONTAGEM;MG
29040830;RUA WLADEMIRO DA SILVEIRA;JUCUTUQUARA;VITORIA;ES
29960000;RUA FRANCISCO R DUTRA;PEDRO CANARIO;CONCEICAO DA BARRA;ES
08210040;AVENIDA IMPERADOR;LIMOEIRO;SAO PAULO;SP
16400033;RUA 7 DE SETEMBRO;CENTRO;LINS;SP
25650028;RUA DOUTOR THOUZET;QUITANDINHA;PETROPOLIS;RJ
06310430;RUA AGUAS DE LINDOIA;VILA GUSTAVO CORREIA;CARAPICUIBA;SP
08210040;AVENIDA DEPUTADO CANTIDIO SAMPAIO;VILA PENTEADO;SAO PAULO;SP
06093080;RUA REGINA DE LURDES NUNES;VILA BORALI;OSASCO;SP
78370000;RUA MATO GROSSO;CENTRO;NOVA OLIMPIA;MT
13100462;RUA ROBERTO GOMES PEDROSA;VILA LEMOS;CAMPINAS;SP
18560000;RUA GETULIO VARGAS;CENTRO;IPERO;SP
02370030;RUA INES;VILA ALBERTINA;SAO PAULO;SP
35181718;AVENIDA PINHEIROS;LIMOEIRO;TIMOTEO;MG
86610000;AVENIDA PARANA;CENTRO;JAGUAPITA;PR
05437002;RUA HEITOR PENTEADO;SUMAREZINHO;SAO PAULO;SP
03090030;RUA TENENTE GELAS;TATUAPE;SAO PAULO;SP
83045420;RUA CAMBE;AVIACAO;SAO JOSE DOS PINHAIS;PR
35168000;RUA JOAQUIM DIAS DE MOURA;CENTRO;JOANESIA;MG
11440060;RUA CAMPOS SALES;VILA JULIA;GUARUJA;SP
17930000;AVENIDA 9 DE JULHO;CENTRO;TUPI PAULISTA;SP
03003010;RUA MARIA DOMITILA;BRAS;SAO PAULO;SP
15910000;RUA HERCULANO LIVRAMENTO;CENTRO;MONTE ALTO;SP
79031900;AVENIDA AFONSO PENA;SANTA FE;CAMPO GRANDE;MS
25937500;AVENIDA BEIRA RIO;PARANHOS VILA INHOMIRIM;MAGE;RJ
56000000;AVENIDA ANTONIO ANGELIM;SANTO ANTONIO;SALGUEIRO;PE
45602748;RUA D CENTRO COMERCIAL;SANTO ANTONIO;ITABUNA;BA
28200000;RUA DOUTOR CORDEIRO;CENTRO;SAO JOAO DA BARRA;RJ
09900000;AVENIDA SENHORA DAS GRACAS;JARDIM RUYCE;DIADEMA;SP
15801230;RUA MANAUS;CENTRO;CATANDUVA;SP
01016000;RUA VENCESLAU BRAS;CENTRO;SAO PAULO;SP
25070235;RUA JULIO;PARQUE FLUMINENSE;DUQUE DE CAXIAS;RJ
85602010;AVENIDA CRISTO REI;CRISTO REI;FRANCISCO BELTRAO;PR
03251110;RUA ALOCASIAS;VILA INDUSTRIAL;SAO PAULO;SP
35360000;RUA NECO SOARES;CENTRO;SAO PEDRO DOS FERROS;MG
78710129;RUA ARNALDO ESTEVAN;CENTRO;RONDONOPOLIS;MT
01031902;AVENIDA PRESTES MAIA;SANTA EFIGENIA;SAO PAULO;SP
83403040;TRAVESSA FRANCISCO SPICHILA;OSASCO;COLOMBO;PR
12620000;RUA MAJOR CARLOS BITTENCOURT;VILA SAO JOSE;PIQUETE;SP
62370000;RUA OSCAR BESSA;CIDADE NOVA;SAO BENEDITO;CE
13416480;TRECHO ESPANHA;JARDIM EUROPA;PIRACICABA;SP
59108180;RUA LANDRI SALES;POTENGI;NATAL;RN
69301970;RUA 21;DOUTOR SILVIO BOTELHO;BOA VISTA;RR
65975000;RUA FLORIANO PEIXOTO;CENTRO;ESTREITO;MA
76980000;AVENIDA CELSO MAZUTI;PARQUE SAO PAULO;VILHENA;RO
68170000;RUA FIRMINO GUIMARAES OOO;MARACANA;JURUTI;PA
80010010;RUA MARECHAL DEODORO;CENTRO;CURITIBA;PR
81110290;RUA ELEONORA FARIA COSTA DA SILVA;CAPAO RASO;CURITIBA;PR
59695000;RUA PEDRO JOSE FILHO;CENTRO;BARAUNA;RN
78138470;RUA CAPITAO MANOEL PINHEIRO;JARDIM MARAJOARA;VARZEA GRANDE;MT
29905580;RUA LEOCLIDES GAVA;BOA VISTA;LINHARES;ES
78030268;RUA DA LIBERDADE;VERDAO;CUIABA;MT
35995000;RUA JOAQUIM GOMES LIMA;CENTRO;SAO DOMINGOS DO PRATA;MG
13880000;RUA 15 DE NOVEMBRO;CENTRO;VARGEM GRANDE DO SUL;SP
12490000;RUA OCTAVIO CASTAGNACCI;;SAO BENTO DO SAPUCAI;SP
84500000;RUA PADRE PIRES;COLINA NOSSA SENHORA DAS GRACAS;IRATI;PR
06754000;RUA SANTA LUZIA;CENTRO;TABOAO DA SERRA;SP
29162010;AVENIDA CORONEL MANOEL NUNES;JARDIM TROPICAL;SERRA;ES
11600971;AVENIDA GUARDA MOR LOBO VIANA;CENTRO;SAO SEBASTIAO;SP
05004030;RUA SAO GERALDO;PERDIZES;SAO PAULO;SP
35164236;RUA SERRA GERAL;JARDIM PANORAMA;IPATINGA;MG
14770000;AVENIDA DOUTOR MANOEL PALOMINO FERNANDES;CENTRO;COLINA;SP
76804206;RUA BRASILIA;SANTA BARBARA;PORTO VELHO;RO
91150001;AVENIDA BALTAZAR DE OLIVEIRA GARCIA;RUBEM BERTA;PORTO ALEGRE;RS
88380000;RUA ANTONIO QUNTINO PIRES;CENTRO;BALNEARIO PICARRAS;SC
